date	method	gmsl
1996-06-28	gmsl_sat	7.594313725490199
1996-07-08	gmsl_sat	9.784313725490199
1996-07-18	gmsl_sat	14.354313725490199
1996-07-28	gmsl_sat	18.3243137254902
1996-08-07	gmsl_sat	14.724313725490198
1996-08-26	gmsl_sat	6.434313725490199
1996-09-05	gmsl_sat	4.5643137254902
1996-09-15	gmsl_sat	10.434313725490199
1996-09-25	gmsl_sat	16.564313725490198
1996-10-05	gmsl_sat	17.0943137254902
1996-10-25	gmsl_sat	22.9143137254902
1996-11-04	gmsl_sat	23.0743137254902
1996-11-14	gmsl_sat	19.9143137254902
1996-11-24	gmsl_sat	13.694313725490199
1996-12-04	gmsl_sat	11.314313725490198
1996-12-14	gmsl_sat	8.5643137254902
1996-12-24	gmsl_sat	2.6543137254901996
1997-01-03	gmsl_sat	6.804313725490198
1997-01-13	gmsl_sat	12.9143137254902
1997-01-22	gmsl_sat	12.7143137254902
1997-02-01	gmsl_sat	12.194313725490199
1997-02-21	gmsl_sat	8.4143137254902
1997-03-03	gmsl_sat	10.614313725490199
1997-03-13	gmsl_sat	12.3243137254902
1997-03-23	gmsl_sat	14.5043137254902
1997-04-02	gmsl_sat	12.8043137254902
1997-04-12	gmsl_sat	8.874313725490198
1997-04-22	gmsl_sat	6.424313725490199
1997-05-02	gmsl_sat	10.7543137254902
1997-05-11	gmsl_sat	16.4443137254902
1997-05-21	gmsl_sat	14.444313725490199
1997-05-31	gmsl_sat	14.884313725490198
1997-06-20	gmsl_sat	8.3943137254902
1997-06-30	gmsl_sat	13.6443137254902
1997-07-10	gmsl_sat	16.674313725490197
1997-07-20	gmsl_sat	22.084313725490198
1997-07-30	gmsl_sat	16.404313725490198
1997-08-19	gmsl_sat	13.154313725490198
1997-08-28	gmsl_sat	15.6543137254902
1997-09-07	gmsl_sat	18.7943137254902
1997-09-27	gmsl_sat	17.994313725490198
1997-10-27	gmsl_sat	16.6343137254902
1997-11-06	gmsl_sat	21.154313725490198
1997-11-26	gmsl_sat	11.3743137254902
1997-12-06	gmsl_sat	8.8243137254902
1997-12-15	gmsl_sat	6.7043137254901986
1997-12-25	gmsl_sat	13.0943137254902
1998-01-04	gmsl_sat	15.694313725490199
1998-01-14	gmsl_sat	17.584313725490198
1998-02-03	gmsl_sat	12.0043137254902
1998-02-13	gmsl_sat	12.224313725490198
1998-02-23	gmsl_sat	14.954313725490199
1998-03-05	gmsl_sat	17.2343137254902
1998-03-15	gmsl_sat	17.6443137254902
1998-03-25	gmsl_sat	14.4143137254902
1998-04-03	gmsl_sat	10.6243137254902
1998-04-13	gmsl_sat	12.494313725490198
1998-04-23	gmsl_sat	17.3743137254902
1998-05-03	gmsl_sat	18.814313725490198
1998-05-13	gmsl_sat	15.714313725490198
1998-06-02	gmsl_sat	7.424313725490199
1998-06-12	gmsl_sat	9.804313725490198
1998-06-22	gmsl_sat	13.474313725490198
1998-07-02	gmsl_sat	19.8643137254902
1998-07-12	gmsl_sat	18.1443137254902
1998-07-21	gmsl_sat	12.4143137254902
1998-08-10	gmsl_sat	11.904313725490198
1998-08-20	gmsl_sat	13.0743137254902
1998-08-30	gmsl_sat	15.774313725490199
1998-09-09	gmsl_sat	14.624313725490198
1998-09-19	gmsl_sat	7.6443137254902
1998-09-29	gmsl_sat	6.914313725490199
1998-10-09	gmsl_sat	8.1543137254902
1998-10-29	gmsl_sat	16.7543137254902
1998-11-07	gmsl_sat	13.1443137254902
1998-11-17	gmsl_sat	7.304313725490198
1998-11-27	gmsl_sat	2.2643137254901973
1998-12-07	gmsl_sat	9.7443137254902
1998-12-27	gmsl_sat	16.6243137254902
1999-01-06	gmsl_sat	13.614313725490199
1999-02-05	gmsl_sat	9.4043137254902
1999-02-24	gmsl_sat	20.0943137254902
1999-03-06	gmsl_sat	15.1643137254902
1999-03-16	gmsl_sat	9.854313725490199
1999-03-26	gmsl_sat	11.3343137254902
1999-04-05	gmsl_sat	13.954313725490199
1999-04-15	gmsl_sat	16.6443137254902
1999-05-05	gmsl_sat	14.384313725490198
1999-05-15	gmsl_sat	9.284313725490199
1999-05-25	gmsl_sat	7.164313725490199
1999-06-04	gmsl_sat	13.274313725490199
1999-06-13	gmsl_sat	12.314313725490198
1999-06-23	gmsl_sat	16.5443137254902
1999-07-03	gmsl_sat	18.8843137254902
1999-07-13	gmsl_sat	13.514313725490199
1999-07-23	gmsl_sat	11.224313725490198
1999-08-02	gmsl_sat	16.1643137254902
1999-08-12	gmsl_sat	15.7543137254902
1999-08-22	gmsl_sat	19.2043137254902
1999-09-11	gmsl_sat	11.0743137254902
1999-09-21	gmsl_sat	13.9143137254902
1999-09-30	gmsl_sat	14.2543137254902
1999-10-10	gmsl_sat	21.944313725490197
1999-10-20	gmsl_sat	20.9543137254902
1999-10-30	gmsl_sat	15.694313725490199
1999-11-09	gmsl_sat	9.544313725490198
1999-11-19	gmsl_sat	9.964313725490198
1999-11-29	gmsl_sat	14.064313725490198
1999-12-19	gmsl_sat	22.9643137254902
1999-12-29	gmsl_sat	22.444313725490197
2000-01-08	gmsl_sat	14.9243137254902
2000-01-17	gmsl_sat	15.934313725490199
2000-01-27	gmsl_sat	23.4243137254902
2000-02-06	gmsl_sat	21.3943137254902
2000-02-26	gmsl_sat	16.8243137254902
2000-03-07	gmsl_sat	12.274313725490199
2000-03-27	gmsl_sat	20.5443137254902
2000-04-16	gmsl_sat	19.4843137254902
2000-04-26	gmsl_sat	13.8743137254902
2000-05-06	gmsl_sat	9.8443137254902
2000-05-16	gmsl_sat	10.8443137254902
2000-05-26	gmsl_sat	15.124313725490198
2000-06-05	gmsl_sat	19.904313725490198
2000-06-15	gmsl_sat	18.924313725490197
2000-06-24	gmsl_sat	15.704313725490199
2000-07-04	gmsl_sat	13.694313725490199
2000-07-14	gmsl_sat	16.474313725490198
2000-08-03	gmsl_sat	18.3243137254902
2000-08-13	gmsl_sat	18.8943137254902
2000-08-23	gmsl_sat	15.9143137254902
2000-09-02	gmsl_sat	8.8243137254902
2000-09-12	gmsl_sat	11.814313725490198
2000-09-22	gmsl_sat	20.2143137254902
2000-10-02	gmsl_sat	24.2843137254902
2000-10-12	gmsl_sat	22.654313725490198
2000-10-22	gmsl_sat	15.024313725490199
2000-11-11	gmsl_sat	15.5543137254902
2000-11-20	gmsl_sat	19.3043137254902
2000-12-01	gmsl_sat	22.2143137254902
2000-12-10	gmsl_sat	20.8943137254902
2000-12-20	gmsl_sat	18.2943137254902
2000-12-30	gmsl_sat	19.3643137254902
2001-01-09	gmsl_sat	20.6143137254902
2001-01-29	gmsl_sat	24.0543137254902
2001-02-08	gmsl_sat	21.1843137254902
2001-02-18	gmsl_sat	14.704313725490199
2001-02-28	gmsl_sat	15.864313725490199
2001-03-10	gmsl_sat	21.994313725490198
2001-03-20	gmsl_sat	20.974313725490198
2001-03-29	gmsl_sat	24.8643137254902
2001-04-08	gmsl_sat	22.3043137254902
2001-04-18	gmsl_sat	19.224313725490198
2001-04-28	gmsl_sat	15.434313725490199
2001-05-08	gmsl_sat	17.6143137254902
2001-05-28	gmsl_sat	23.7843137254902
2001-06-07	gmsl_sat	22.444313725490197
2001-06-27	gmsl_sat	22.8543137254902
2001-07-07	gmsl_sat	25.3043137254902
2001-07-16	gmsl_sat	29.4243137254902
2001-07-26	gmsl_sat	25.944313725490197
2001-08-05	gmsl_sat	26.584313725490198
2001-08-15	gmsl_sat	18.724313725490198
2001-08-25	gmsl_sat	16.7343137254902
2001-09-04	gmsl_sat	20.5543137254902
2001-09-14	gmsl_sat	29.264313725490197
2001-09-24	gmsl_sat	28.8943137254902
2001-10-04	gmsl_sat	26.0443137254902
2001-10-14	gmsl_sat	18.1643137254902
2001-10-24	gmsl_sat	14.2143137254902
2001-11-02	gmsl_sat	21.994313725490198
2001-11-12	gmsl_sat	27.474313725490198
2001-11-23	gmsl_sat	26.4343137254902
2001-12-02	gmsl_sat	23.9843137254902
2001-12-12	gmsl_sat	19.1243137254902
2001-12-22	gmsl_sat	19.424313725490197
2002-01-01	gmsl_sat	27.474313725490198
2002-01-11	gmsl_sat	25.4143137254902
2002-01-21	gmsl_sat	19.0443137254902
2002-01-21	gmsl_sat	24.4543137254902
2002-01-31	gmsl_sat	23.8743137254902
2002-01-31	gmsl_sat	25.7743137254902
2002-02-10	gmsl_sat	23.209313725490198
2002-02-19	gmsl_sat	28.0643137254902
2002-02-19	gmsl_sat	21.064313725490198
2002-03-01	gmsl_sat	26.554313725490196
2002-03-11	gmsl_sat	26.514313725490197
2002-03-11	gmsl_sat	21.404313725490198
2002-03-21	gmsl_sat	26.7943137254902
2002-03-21	gmsl_sat	23.1743137254902
2002-03-31	gmsl_sat	21.9643137254902
2002-03-31	gmsl_sat	21.1843137254902
2002-04-10	gmsl_sat	19.334313725490198
2002-04-10	gmsl_sat	26.804313725490196
2002-04-20	gmsl_sat	22.5243137254902
2002-04-20	gmsl_sat	15.774313725490199
2002-04-30	gmsl_sat	22.9693137254902
2002-05-10	gmsl_sat	23.0543137254902
2002-05-10	gmsl_sat	26.5743137254902
2002-05-20	gmsl_sat	25.8043137254902
2002-05-30	gmsl_sat	24.3993137254902
2002-06-08	gmsl_sat	19.834313725490198
2002-06-18	gmsl_sat	23.8093137254902
2002-06-28	gmsl_sat	29.9693137254902
2002-07-08	gmsl_sat	25.1443137254902
2002-07-28	gmsl_sat	27.6293137254902
2002-08-07	gmsl_sat	26.9243137254902
2002-08-27	gmsl_sat	26.8943137254902
2002-08-28	gmsl_sat	29.7143137254902
2002-09-06	gmsl_sat	29.874313725490197
2002-09-06	gmsl_sat	24.6343137254902
2002-09-16	gmsl_sat	24.4543137254902
2002-09-16	gmsl_sat	29.0743137254902
2002-09-25	gmsl_sat	26.1043137254902
2002-09-25	gmsl_sat	26.9343137254902
2002-10-05	gmsl_sat	25.064313725490198
2002-10-05	gmsl_sat	17.6943137254902
2002-10-15	gmsl_sat	25.8043137254902
2002-10-15	gmsl_sat	28.7043137254902
2002-10-25	gmsl_sat	31.3843137254902
2002-10-25	gmsl_sat	33.7143137254902
2002-11-04	gmsl_sat	23.7343137254902
2002-11-04	gmsl_sat	30.874313725490197
2002-11-14	gmsl_sat	27.2693137254902
2002-11-23	gmsl_sat	28.3243137254902
2002-11-24	gmsl_sat	30.304313725490196
2002-12-04	gmsl_sat	29.1293137254902
2002-12-14	gmsl_sat	29.8593137254902
2002-12-24	gmsl_sat	29.2193137254902
2003-01-02	gmsl_sat	25.5343137254902
2003-01-03	gmsl_sat	33.8943137254902
2003-01-12	gmsl_sat	30.5943137254902
2003-01-12	gmsl_sat	25.6443137254902
2003-01-22	gmsl_sat	31.1243137254902
2003-02-01	gmsl_sat	28.9493137254902
2003-02-11	gmsl_sat	32.8093137254902
2003-02-21	gmsl_sat	29.804313725490196
2003-02-21	gmsl_sat	28.0643137254902
2003-03-03	gmsl_sat	33.9143137254902
2003-03-03	gmsl_sat	26.2843137254902
2003-03-13	gmsl_sat	31.0893137254902
2003-03-23	gmsl_sat	28.1043137254902
2003-03-23	gmsl_sat	29.5043137254902
2003-04-02	gmsl_sat	28.404313725490198
2003-04-02	gmsl_sat	28.3843137254902
2003-04-12	gmsl_sat	28.764313725490197
2003-04-13	gmsl_sat	28.444313725490197
2003-04-22	gmsl_sat	29.179313725490196
2003-05-01	gmsl_sat	35.3543137254902
2003-05-01	gmsl_sat	27.0643137254902
2003-05-11	gmsl_sat	32.6543137254902
2003-05-21	gmsl_sat	30.5943137254902
2003-05-31	gmsl_sat	28.8643137254902
2003-05-31	gmsl_sat	28.2843137254902
2003-06-10	gmsl_sat	28.4843137254902
2003-06-20	gmsl_sat	31.2743137254902
2003-06-30	gmsl_sat	29.1443137254902
2003-07-10	gmsl_sat	27.5043137254902
2003-07-20	gmsl_sat	29.904313725490198
2003-07-20	gmsl_sat	29.194313725490197
2003-07-30	gmsl_sat	24.0243137254902
2003-07-30	gmsl_sat	27.6443137254902
2003-08-09	gmsl_sat	29.6893137254902
2003-08-18	gmsl_sat	28.4843137254902
2003-08-28	gmsl_sat	34.7743137254902
2003-08-28	gmsl_sat	28.654313725490198
2003-09-07	gmsl_sat	33.1143137254902
2003-09-07	gmsl_sat	30.194313725490197
2003-09-27	gmsl_sat	30.0643137254902
2003-09-27	gmsl_sat	24.5043137254902
2003-10-07	gmsl_sat	28.474313725490198
2003-10-07	gmsl_sat	32.1343137254902
2003-10-27	gmsl_sat	29.5643137254902
2003-10-27	gmsl_sat	35.0343137254902
2003-11-06	gmsl_sat	32.0093137254902
2003-11-15	gmsl_sat	27.584313725490198
2003-11-26	gmsl_sat	27.4643137254902
2003-11-30	gmsl_sat	25.1143137254902
2003-12-05	gmsl_sat	32.1143137254902
2003-12-05	gmsl_sat	30.054313725490196
2003-12-15	gmsl_sat	33.1793137254902
2003-12-25	gmsl_sat	36.4743137254902
2003-12-25	gmsl_sat	26.804313725490196
2004-01-04	gmsl_sat	28.6293137254902
2004-01-14	gmsl_sat	27.474313725490198
2004-01-14	gmsl_sat	32.454313725490195
2004-01-24	gmsl_sat	31.7343137254902
2004-01-24	gmsl_sat	26.554313725490196
2004-02-03	gmsl_sat	29.194313725490197
2004-02-03	gmsl_sat	30.5643137254902
2004-02-12	gmsl_sat	24.8043137254902
2004-02-13	gmsl_sat	34.3243137254902
2004-02-23	gmsl_sat	31.3543137254902
2004-02-24	gmsl_sat	29.7543137254902
2004-03-04	gmsl_sat	32.2443137254902
2004-03-14	gmsl_sat	28.1693137254902
2004-03-24	gmsl_sat	28.514313725490197
2004-03-24	gmsl_sat	30.5443137254902
2004-04-02	gmsl_sat	32.6043137254902
2004-04-03	gmsl_sat	35.1243137254902
2004-04-13	gmsl_sat	33.1243137254902
2004-04-22	gmsl_sat	33.0643137254902
2004-04-23	gmsl_sat	40.174313725490194
2004-05-02	gmsl_sat	34.1143137254902
2004-05-02	gmsl_sat	28.3843137254902
2004-05-12	gmsl_sat	30.3993137254902
2004-05-22	gmsl_sat	30.2943137254902
2004-05-22	gmsl_sat	27.8543137254902
2004-06-01	gmsl_sat	31.554313725490196
2004-06-11	gmsl_sat	30.9543137254902
2004-06-21	gmsl_sat	29.5043137254902
2004-06-22	gmsl_sat	37.454313725490195
2004-07-01	gmsl_sat	32.0743137254902
2004-07-01	gmsl_sat	33.4643137254902
2004-07-10	gmsl_sat	27.904313725490198
2004-07-11	gmsl_sat	32.7143137254902
2004-07-20	gmsl_sat	25.904313725490198
2004-07-21	gmsl_sat	30.7343137254902
2004-07-30	gmsl_sat	26.584313725490198
2004-07-31	gmsl_sat	27.944313725490197
2004-08-10	gmsl_sat	29.264313725490197
2004-08-10	gmsl_sat	34.0043137254902
2004-08-20	gmsl_sat	31.7743137254902
2004-08-20	gmsl_sat	35.3843137254902
2004-08-30	gmsl_sat	31.2143137254902
2004-08-30	gmsl_sat	31.8943137254902
2004-09-08	gmsl_sat	26.4643137254902
2004-09-09	gmsl_sat	32.6643137254902
2004-09-18	gmsl_sat	29.764313725490197
2004-09-19	gmsl_sat	35.3343137254902
2004-09-28	gmsl_sat	30.6843137254902
2004-09-28	gmsl_sat	25.724313725490198
2004-10-08	gmsl_sat	35.6643137254902
2004-10-08	gmsl_sat	32.1143137254902
2004-10-18	gmsl_sat	33.054313725490196
2004-10-18	gmsl_sat	33.484313725490196
2004-10-28	gmsl_sat	28.554313725490196
2004-10-28	gmsl_sat	31.4543137254902
2004-11-07	gmsl_sat	29.3793137254902
2004-11-17	gmsl_sat	27.5943137254902
2004-11-17	gmsl_sat	32.1443137254902
2004-11-27	gmsl_sat	26.8643137254902
2004-11-27	gmsl_sat	27.5643137254902
2004-12-07	gmsl_sat	30.444313725490197
2004-12-07	gmsl_sat	35.2443137254902
2004-12-15	gmsl_sat	32.9743137254902
2004-12-27	gmsl_sat	31.1043137254902
2004-12-27	gmsl_sat	37.9343137254902
2005-01-06	gmsl_sat	20.6043137254902
2005-01-06	gmsl_sat	33.1743137254902
2005-01-26	gmsl_sat	32.859313725490196
2005-02-04	gmsl_sat	35.454313725490195
2005-02-14	gmsl_sat	34.304313725490196
2005-02-24	gmsl_sat	26.3943137254902
2005-02-24	gmsl_sat	34.6643137254902
2005-03-06	gmsl_sat	33.8393137254902
2005-03-16	gmsl_sat	36.5443137254902
2005-03-16	gmsl_sat	28.3543137254902
2005-03-26	gmsl_sat	31.374313725490197
2005-03-26	gmsl_sat	28.5343137254902
2005-04-05	gmsl_sat	31.8393137254902
2005-04-15	gmsl_sat	36.9643137254902
2005-04-15	gmsl_sat	35.344313725490196
2005-04-24	gmsl_sat	25.6043137254902
2005-04-25	gmsl_sat	34.1843137254902
2005-05-05	gmsl_sat	35.3943137254902
2005-05-05	gmsl_sat	26.9843137254902
2005-05-15	gmsl_sat	30.6743137254902
2005-05-15	gmsl_sat	35.2943137254902
2005-05-25	gmsl_sat	35.064313725490194
2005-05-25	gmsl_sat	34.3543137254902
2005-06-03	gmsl_sat	31.9643137254902
2005-06-03	gmsl_sat	34.7443137254902
2005-06-13	gmsl_sat	33.6693137254902
2005-06-23	gmsl_sat	26.8443137254902
2005-06-23	gmsl_sat	36.1443137254902
2005-07-03	gmsl_sat	29.9843137254902
2005-07-13	gmsl_sat	37.5843137254902
2005-07-13	gmsl_sat	29.514313725490197
2005-07-23	gmsl_sat	33.7743137254902
2005-07-23	gmsl_sat	32.844313725490196
2005-08-02	gmsl_sat	36.0743137254902
2005-08-02	gmsl_sat	35.444313725490204
2005-08-12	gmsl_sat	34.1743137254902
2005-08-12	gmsl_sat	33.2543137254902
2005-08-22	gmsl_sat	34.0243137254902
2005-08-22	gmsl_sat	28.304313725490196
2005-09-01	gmsl_sat	35.7743137254902
2005-09-01	gmsl_sat	26.6143137254902
2005-09-10	gmsl_sat	31.3843137254902
2005-09-11	gmsl_sat	36.5343137254902
2005-09-19	gmsl_sat	35.9643137254902
2005-09-20	gmsl_sat	36.1243137254902
2005-09-30	gmsl_sat	34.5543137254902
2005-10-02	gmsl_sat	35.6443137254902
2005-10-07	gmsl_sat	34.5343137254902
2005-10-10	gmsl_sat	36.3943137254902
2005-10-20	gmsl_sat	35.094313725490196
2005-10-30	gmsl_sat	35.4643137254902
2005-11-09	gmsl_sat	38.484313725490196
2005-11-19	gmsl_sat	37.9643137254902
2005-11-29	gmsl_sat	36.5343137254902
2005-12-09	gmsl_sat	37.5443137254902
2005-12-19	gmsl_sat	38.5043137254902
2005-12-29	gmsl_sat	38.9643137254902
2006-01-07	gmsl_sat	37.2943137254902
2006-01-17	gmsl_sat	32.8543137254902
2006-01-27	gmsl_sat	35.594313725490196
2006-02-06	gmsl_sat	36.3643137254902
2006-02-26	gmsl_sat	35.444313725490204
2006-03-08	gmsl_sat	36.3843137254902
2006-03-28	gmsl_sat	35.8043137254902
2006-04-07	gmsl_sat	34.8643137254902
2006-04-16	gmsl_sat	34.5843137254902
2006-04-26	gmsl_sat	34.5043137254902
2006-05-06	gmsl_sat	34.814313725490194
2006-05-16	gmsl_sat	38.2143137254902
2006-05-26	gmsl_sat	38.2643137254902
2006-06-05	gmsl_sat	37.8343137254902
2006-06-15	gmsl_sat	37.2843137254902
2006-06-25	gmsl_sat	36.5743137254902
2006-07-05	gmsl_sat	38.064313725490194
2006-07-15	gmsl_sat	37.7443137254902
2006-07-25	gmsl_sat	36.9943137254902
2006-08-04	gmsl_sat	35.344313725490196
2006-08-13	gmsl_sat	32.7243137254902
2006-08-23	gmsl_sat	35.8943137254902
2006-09-02	gmsl_sat	38.424313725490194
2006-09-12	gmsl_sat	38.204313725490195
2006-09-22	gmsl_sat	39.0243137254902
2006-10-02	gmsl_sat	37.9643137254902
2006-10-12	gmsl_sat	39.194313725490204
2006-10-22	gmsl_sat	38.454313725490195
2006-10-29	gmsl_sat	37.954313725490195
2006-11-22	gmsl_sat	36.3743137254902
2006-11-30	gmsl_sat	35.4043137254902
2006-12-10	gmsl_sat	39.924313725490194
2006-12-20	gmsl_sat	38.6343137254902
2006-12-30	gmsl_sat	37.5743137254902
2007-01-09	gmsl_sat	34.9043137254902
2007-01-19	gmsl_sat	33.454313725490195
2007-01-29	gmsl_sat	36.5743137254902
2007-02-08	gmsl_sat	35.5043137254902
2007-02-18	gmsl_sat	35.0443137254902
2007-02-28	gmsl_sat	36.924313725490194
2007-03-09	gmsl_sat	35.2443137254902
2007-03-19	gmsl_sat	36.734313725490196
2007-03-29	gmsl_sat	37.234313725490196
2007-04-08	gmsl_sat	39.984313725490196
2007-04-18	gmsl_sat	39.9043137254902
2007-04-28	gmsl_sat	39.0243137254902
2007-05-08	gmsl_sat	33.3343137254902
2007-05-28	gmsl_sat	39.564313725490194
2007-06-07	gmsl_sat	37.424313725490194
2007-06-27	gmsl_sat	34.0043137254902
2007-07-06	gmsl_sat	34.8643137254902
2007-07-16	gmsl_sat	33.704313725490195
2007-07-26	gmsl_sat	33.1243137254902
2007-08-05	gmsl_sat	34.8343137254902
2007-08-15	gmsl_sat	37.9943137254902
2007-08-25	gmsl_sat	35.344313725490196
2007-09-04	gmsl_sat	33.5843137254902
2007-09-14	gmsl_sat	33.7943137254902
2007-09-24	gmsl_sat	39.0343137254902
2007-10-04	gmsl_sat	38.2143137254902
2007-10-14	gmsl_sat	36.3943137254902
2007-10-23	gmsl_sat	36.314313725490194
2007-11-02	gmsl_sat	33.9943137254902
2007-11-12	gmsl_sat	37.5443137254902
2007-11-22	gmsl_sat	42.2143137254902
2007-12-02	gmsl_sat	41.3743137254902
2007-12-12	gmsl_sat	39.344313725490196
2007-12-22	gmsl_sat	34.454313725490195
2008-01-01	gmsl_sat	36.4043137254902
2008-01-11	gmsl_sat	37.6243137254902
2008-01-21	gmsl_sat	40.944313725490204
2008-01-31	gmsl_sat	40.6343137254902
2008-02-10	gmsl_sat	38.444313725490204
2008-02-19	gmsl_sat	39.7643137254902
2008-02-29	gmsl_sat	36.8043137254902
2008-03-10	gmsl_sat	39.9943137254902
2008-03-20	gmsl_sat	40.4743137254902
2008-03-30	gmsl_sat	39.564313725490194
2008-04-09	gmsl_sat	38.1043137254902
2008-04-19	gmsl_sat	39.424313725490194
2008-04-29	gmsl_sat	39.2443137254902
2008-05-06	gmsl_sat	38.424313725490194
2008-05-19	gmsl_sat	43.8343137254902
2008-05-29	gmsl_sat	43.7643137254902
2008-06-08	gmsl_sat	41.5043137254902
2008-06-18	gmsl_sat	40.204313725490195
2008-06-28	gmsl_sat	41.9343137254902
2008-07-08	gmsl_sat	42.954313725490195
2008-07-18	gmsl_sat	40.9043137254902
2008-07-27	gmsl_sat	40.4043137254902
2008-08-05	gmsl_sat	39.734313725490196
2008-08-06	gmsl_sat	38.0743137254902
2008-08-16	gmsl_sat	40.564313725490194
2008-08-26	gmsl_sat	39.1343137254902
2008-08-26	gmsl_sat	36.9143137254902
2008-09-05	gmsl_sat	39.0243137254902
2008-09-05	gmsl_sat	39.444313725490204
2008-09-15	gmsl_sat	37.9193137254902
2008-09-25	gmsl_sat	39.4293137254902
2008-10-05	gmsl_sat	40.5493137254902
2008-10-15	gmsl_sat	40.329313725490195
2008-10-25	gmsl_sat	41.704313725490195
2008-11-04	gmsl_sat	39.6343137254902
2008-11-04	gmsl_sat	40.0243137254902
2008-11-14	gmsl_sat	42.4993137254902
2008-11-24	gmsl_sat	41.6593137254902
2008-12-04	gmsl_sat	45.444313725490204
2008-12-04	gmsl_sat	45.8643137254902
2008-12-14	gmsl_sat	40.9593137254902
2008-12-24	gmsl_sat	39.5443137254902
2008-12-24	gmsl_sat	39.174313725490194
2009-01-02	gmsl_sat	41.3693137254902
2009-01-12	gmsl_sat	42.3343137254902
2009-01-13	gmsl_sat	41.9343137254902
2009-01-22	gmsl_sat	41.6243137254902
2009-02-01	gmsl_sat	40.7443137254902
2009-02-11	gmsl_sat	38.444313725490204
2009-02-21	gmsl_sat	40.4043137254902
2009-02-26	gmsl_sat	42.1443137254902
2009-03-03	gmsl_sat	41.6443137254902
2009-03-08	gmsl_sat	45.484313725490196
2009-03-13	gmsl_sat	42.594313725490196
2009-03-23	gmsl_sat	43.194313725490204
2009-03-28	gmsl_sat	45.6043137254902
2009-04-02	gmsl_sat	43.2743137254902
2009-04-07	gmsl_sat	44.564313725490194
2009-04-11	gmsl_sat	42.6343137254902
2009-04-16	gmsl_sat	42.1843137254902
2009-04-21	gmsl_sat	43.4043137254902
2009-04-26	gmsl_sat	44.4043137254902
2009-05-01	gmsl_sat	43.5543137254902
2009-05-06	gmsl_sat	46.4143137254902
2009-05-11	gmsl_sat	43.0743137254902
2009-05-16	gmsl_sat	42.6143137254902
2009-05-21	gmsl_sat	42.2443137254902
2009-05-26	gmsl_sat	42.7643137254902
2009-05-31	gmsl_sat	41.7943137254902
2009-06-05	gmsl_sat	42.4343137254902
2009-06-10	gmsl_sat	43.8043137254902
2009-06-15	gmsl_sat	46.2843137254902
2009-06-20	gmsl_sat	44.424313725490194
2009-06-25	gmsl_sat	43.484313725490196
2009-06-30	gmsl_sat	42.6343137254902
2009-07-05	gmsl_sat	43.2743137254902
2009-07-10	gmsl_sat	40.694313725490204
2009-07-15	gmsl_sat	43.2543137254902
2009-07-20	gmsl_sat	42.1443137254902
2009-07-25	gmsl_sat	46.4043137254902
2009-07-30	gmsl_sat	45.674313725490194
2009-08-03	gmsl_sat	45.6543137254902
2009-08-08	gmsl_sat	42.454313725490195
2009-08-13	gmsl_sat	43.7243137254902
2009-08-18	gmsl_sat	43.424313725490194
2009-08-23	gmsl_sat	43.0043137254902
2009-08-28	gmsl_sat	43.5843137254902
2009-09-02	gmsl_sat	45.1343137254902
2009-09-07	gmsl_sat	44.204313725490195
2009-09-12	gmsl_sat	47.8943137254902
2009-09-27	gmsl_sat	42.4043137254902
2009-09-27	gmsl_sat	46.3543137254902
2009-10-02	gmsl_sat	47.9743137254902
2009-10-07	gmsl_sat	45.6243137254902
2009-10-12	gmsl_sat	46.694313725490204
2009-10-22	gmsl_sat	45.954313725490195
2009-10-27	gmsl_sat	47.1443137254902
2009-11-01	gmsl_sat	48.4743137254902
2009-11-06	gmsl_sat	46.8043137254902
2009-11-11	gmsl_sat	44.954313725490195
2009-11-15	gmsl_sat	43.3743137254902
2009-11-20	gmsl_sat	45.6843137254902
2009-11-25	gmsl_sat	46.0043137254902
2009-11-30	gmsl_sat	46.4943137254902
2009-12-05	gmsl_sat	45.1143137254902
2009-12-10	gmsl_sat	46.0343137254902
2009-12-15	gmsl_sat	43.2543137254902
2009-12-20	gmsl_sat	46.7143137254902
2009-12-25	gmsl_sat	48.0443137254902
2009-12-30	gmsl_sat	46.5743137254902
2010-01-04	gmsl_sat	44.9043137254902
2010-01-09	gmsl_sat	47.9043137254902
2010-01-14	gmsl_sat	44.3843137254902
2010-01-19	gmsl_sat	45.0543137254902
2010-01-24	gmsl_sat	43.444313725490204
2010-01-29	gmsl_sat	41.0543137254902
2010-02-03	gmsl_sat	39.7643137254902
2010-02-08	gmsl_sat	43.094313725490196
2010-02-13	gmsl_sat	43.944313725490204
2010-02-18	gmsl_sat	47.1543137254902
2010-02-23	gmsl_sat	46.2843137254902
2010-02-28	gmsl_sat	49.424313725490194
2010-03-04	gmsl_sat	49.9043137254902
2010-03-10	gmsl_sat	48.844313725490196
2010-03-14	gmsl_sat	43.6543137254902
2010-03-19	gmsl_sat	44.6343137254902
2010-03-24	gmsl_sat	44.2443137254902
2010-03-29	gmsl_sat	44.8343137254902
2010-04-03	gmsl_sat	44.0143137254902
2010-04-08	gmsl_sat	44.4743137254902
2010-04-13	gmsl_sat	46.7843137254902
2010-04-18	gmsl_sat	49.9043137254902
2010-04-23	gmsl_sat	47.0443137254902
2010-04-28	gmsl_sat	47.3243137254902
2010-05-03	gmsl_sat	44.2943137254902
2010-05-08	gmsl_sat	46.0343137254902
